Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
"Dopo essere entrati nel Complesso Sportivo, la Mamma e la sua amica si sedettero per prendere una tazza di caffè, mentre Sofia e Michele allargavano i loro asciugamani sulla terrazza accanto alla piscina.",italiano italiano italiano anche anche anche sono sono sono infatti infatti infatti anche anche infatti infatti sono sono anche anche,7.4079,0.0,0.0,0.0175,0.0098
"Nel frattempo, Benedetto e Luca decisero di fare una gara prendendo posizione sulle piattaforme una e due.",italiano italiano italiano questo questo questo sono sono sono questo questo parola parola parola parole parola parola cerco cerco cerco,5.8926,0.0,0.0,-0.2295,-0.2572
"Contarono fino a tre, e al via saltarono tuffandosi nell’acqua fresca della piscina.",italiano italiano italiano italiani italiani italiani italiano italiano sono sono sono Sono Sono Sono Possono Sono Sono Che Sono Sono,0.0,0.0,0.0,-0.2806,-0.3262
"All’inizio, Benedetto era in testa rispetto a Luca, in vantaggio di una bracciata, sorridendo dentro di sé, quando, tutto ad un tratto, Luca lo superò e raggiunse il lato opposto della piscina per primo.",anche anche anche infatti infatti infatti anche anche film film film sono film film video film film questo film film,5.1424,0.0,0.0,0.2855,0.2826
Fu una vittoria netta per Luca.,uomo uomo uomo donna uomo uomo annuncio uomo uomo un uomo uomo terra terra terra uomo uomo solo uomo uomo,0.0,0.0,0.0,0.4892,0.0241
Benedetto non poteva proprio credere che Luca aveva vinto.,uomo uomo uomo solo solo solo uomo uomo tempo tempo tempo solo solo tempo tempo uomo uomo essere uomo uomo,0.0,0.0,0.0,0.1814,0.3105
"Benedetto non aveva mai perso prima, avendo sempre gareggiato con bambini che erano più piccoli e più lenti di lui.",solo solo solo uomo uomo uomo terra terra terra lavoro lavoro lavoro film film film vita vita vita realtà vita,4.1949,0.0,0.0,-0.1398,-0.295
"Benedetto volle la rivincita, così lui e Luca ripartirono, nuotando il più veloce possibile.",sono sono sono anche anche anche italiano italiano italiano anche anche uomo uomo uomo italiano italiano uomo uomo terra terra,0.0,0.0,0.0,-0.1241,-0.4636
"Benedetto nuotò a cane, senza stile, più veloce che poteva, ma ancora una volta non ce la fece ad arrivare al bordo vasca opposto della piscina prima di Luca.",anche anche anche infatti infatti infatti anche anche sono sono sono anche anche leggere leggere leggere scrivere leggere leggere vivere,15.5455,0.0,0.0,0.2097,0.0306
"Era veramente ingiusto, pensò Benedetto.",sono sono sono anche anche anche sono sono possono possono possono anche anche infatti anche anche film film film sono,30.0794,0.0,0.0,0.1239,-0.1559
Luca era molto più veloce.,italiano italiano italiano frutto frutto frutto calice calice calice bicchiere calice calice sole sole sole terra terra terra sole sole,41.3889,0.0,0.0,0.1871,-0.1229
"Non appena si tirarono fuori dall’acqua, Benedetto vide sua sorella scendere le scale nella sua direzione.",anche anche anche infatti infatti infatti anche anche schermo schermo schermo film film film schermo schermo volto volto volto schermo,19.9285,0.0,0.0,-0.2496,-0.4189
Sorrideva a Benedetto e gli diede un colpetto giocoso sulla spalla.,italiano italiano italiano anche anche anche sono sono sono possono possono possono sono sono anche anche infatti sono sono anni,0.0,0.0,0.0,0.3945,0.1215
"Anche lei gli fece un discorsetto benevolo su vincitori e vinti, per ricordargli di come ci si poteva sentire a perdere.",anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono anche anche scrivere scrivere scrivere,0.6944,0.022,0.0,0.3519,0.3608
"Da quel giorno, Benedetto non avrebbe più sfidato sua sorella.",anche anche anche film film film cinema film film foto foto foto vita vita vita vivere vivere vivere vita vita,0.0,0.0,0.0,0.0481,0.0657
Soltanto se lei avesse voluto gareggiare con lui.,italiano italiano italiano uomo uomo uomo italiano italiano un uomo uomo un uomo italiano uomo italiano solo uomo uomo annuncio,0.0,0.0,0.0,0.087,0.0291
"Non appena si svegliò, Sofia si rese conto che qualcosa era cambiato.",sono infatti infatti infatti italiano italiano italiano uomo uomo uomo terra terra terra Terra terra terra lavoro lavoro lavoro film,21.722,0.0,0.0,0.3983,0.0856
Si sentiva persa nel suo accogliente letto di legno e le sue braccia non erano più lunghe abbastanza per prendere la sua tazza di tè in mano.,anche anche anche infatti anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare vivere vivere vivere,0.0,0.0,0.0,-0.1678,-0.3631
L’antidolorifico che la Zia Anna aveva lasciato sul suo comodino sembrava un grande piatto bianco e il termometro fiammeggiava minacciosamente alla luce del giorno.,sono anche anche anche infatti anche anche sono sono sono anche infatti infatti anche sono anche sono film film film,4.7182,0.0,0.0,0.0773,-0.2122
Sofia si toccò la fronte per vedere se aveva ancora la febbre.,anche anche anche infatti infatti infatti anche anche sono sono sono infatti infatti sono sono anche anche film film film,0.0,0.0,0.0,0.0893,0.3402
"La febbre causata dalla varicella era sparita, ma Sofia si sentiva debole e alcuni dei suoi puntini rossi le prudevano ancora.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare scrivere scrivere vivere vivere vivere scrivere,5.115,0.0,0.0,0.227,-0.0521
"Inoltre, era confusa per le sue dimensioni.",anche anche anche sono anche anche film film film cinema film film sono film film genere film film video film,6.2004,0.0,0.0,-0.3116,-0.1917
Pensò che forse la lozione alla calamina l’aveva rimpicciolita durante la notte.,sono sono sono infatti infatti infatti sono sono possono possono possono sono possono sono sono film film film sono sono,15.9343,0.0,0.0,-0.054,-0.3034
"Sofia si guardò attorno alla ricerca di indizi, quando sentì un rumore strano dietro di sé.",italiano italiano italiano anche anche anche sono sono sono infatti infatti infatti sono sono queste queste sono sono che sono,9.9551,0.0,0.0,0.2167,0.0025
Il rumore sembrava quello di una piccola moto.,italiano italiano italiano anche anche anche sono sono sono anche anche infatti infatti infatti anche anche uomo uomo uomo infatti,12.1362,0.0,0.0,-0.1333,0.2799
"Sofia balzò in piedi impaurita, ma fortunatamente era solo Vincenzo, il suo gattino, che le faceva le fusa.",italiano italiano italiano anche anche anche sono sono sono che sono sono infatti infatti infatti sono sono anche anche infatti,9.9505,0.025,0.0,0.443,0.2714
Ma il suo furbo gattino soriano non era solo.,ragazzo ragazzo ragazzo solo solo solo soltanto soltanto soltanto solo solo questo solo solo perché perché perché questo questo questo,1.5152,0.0455,0.0,0.2356,-0.1323
Con lui c’era un ometto barbuto con gli occhi blu scintillanti e le mani blu accovacciato accanto al gattino.,anche anche anche italiano italiano italiano anche anche sono sono sono anche anche questo questo questo sono sono questo questo,12.2148,0.0,0.0,0.2041,-0.0957
"L’ometto barbuto si presentò dicendo che era il Nano dell’Isola, l’attuale custode delle Isole Britanniche.",sono infatti infatti infatti sono sono sono possono possono possono sono sono film film film sono sono infatti sono film,20.3924,0.0,0.0,0.3988,0.4498
"Non era stato contento degli abitanti dell’Isola, perché erano stati superficiali ed egoisti, e non avevano per nulla curato il loro ambiente.",sono infatti infatti infatti uomo uomo uomo un uomo uomo solo solo solo uomo uomo cerco cerco cerco solo solo,3.4777,0.0,0.0,0.02,-0.1881
"Al contrario, queste persone avevano ammucchiato troppa spazzatura ovunque.",anche anche anche leggere leggere leggere vivere leggere leggere scrivere leggere leggere sono sono sono vivere vivere vivere leggere vivere,17.0349,0.0,0.0,0.5344,0.4619
"Il Nano dell’Isola si era arrabbiato molto per la spazzatura e aveva rimpicciolito tutti gli esseri umani, per frenarli.",sono infatti infatti infatti italiano italiano italiano uomo uomo uomo un uomo uomo cerco cerco cerco solo solo solo film,4.4176,0.0,0.0,0.1564,-0.1452
"All’inizio, Sofia pensava che era un’idea grandiosa rimpicciolire la gente, ma poi notò delle cose che le fecero cambiare idea.",anche anche anche infatti infatti infatti anche anche film film film sono film film video film film vita film film,0.0,0.0,0.0,0.2348,0.3042
"Guardando fuori dalla finestra, vide suo fratello Benedetto che lottava contro il vento.",italiano italiano italiano anche anche anche sono sono sono infatti infatti infatti sono sono anche anche leggere leggere leggere queste,17.7671,0.0,0.0,0.2854,0.2237
"La sua cagna Lisa saltava attorno a Benedetto portando il suo guinzaglio di pelle in bocca, perché era ansiosa di fare la sua solita passeggiata mattutina.",italiano italiano italiano anche anche anche parola parola parola parole parole parole parola parola cerco cerco cerco parola parola vita,13.0513,0.0,0.0,0.2708,0.1502
"Lisa scodinzolava con entusiasmo, ma la passeggiata non ci sarebbe stata quel giorno.",italiano italiano italiano infatti infatti infatti sono sono sono infatti infatti essere essere essere sono sono questi questi sono sono,33.6844,0.0,0.0,0.1356,0.1671
"Essendo Benedetto davvero molto piccolo, il vento lo spinse di nuovo dentro casa attraverso la porta principale.",anche anche anche uomo uomo uomo schermo schermo schermo film film film sono film film vita vita vita film film,17.1825,0.0,0.0,0.0958,-0.1464
"Poi c’erano le mucche Maria e Susanna che muggivano disperatamente nella stalla, stringendosi intorno alla zia Anna e al suo secchio.",italiano italiano italiano questo questo questo parola parola parola parole parole parole parola parola cerco cerco cerco solo solo solo,13.9863,0.0,0.0,0.1534,-0.1402
"Essendo la Zia Anna tanto piccola, non riusciva ad arrivare alle loro mammelle, così non c’era modo di poterle mungerle, non in quelle condizioni.",anche anche anche infatti infatti infatti anche anche uomo uomo uomo infatti uomo uomo anche uomo infatti infatti uomo infatti,15.5157,0.0,0.0,0.2381,0.1198
C’era caos e confusione ovunque.,sono sono sono infatti infatti infatti sono sono film film film sono film sono sono possono film film questo film,14.4444,0.0,0.0,-0.0022,0.4125
"Dopotutto, rimpicciolire la gente non era poi un’idea così brillante.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono leggere leggere sono sono possono sono,18.5732,0.0,0.0,0.0946,-0.3094
Sofia e il Nano dell’Isola erano tristi e impotenti perché l’esperimento non aveva funzionato.,sono sono sono infatti infatti infatti italiano italiano italiano infatti infatti questo questo questo sono sono questo questo film film,7.822,0.0,0.0,0.4657,0.1009
La gente non riusciva a prendersi cura degli animali perché erano troppo piccoli.,italiano italiano italiano anche anche anche leggere leggere leggere lettura leggere leggere scrivere leggere leggere sole sole sole leggere leggere,9.5627,0.0,0.0,0.0779,-0.5246
"Poi, a Sofia venne in mente un’idea: la gente poteva ridurre i propri rifiuti comprando solo il necessario e buttando via meno spazzatura.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare scrivere scrivere vivere vivere vivere leggere,11.3379,0.0,0.0,0.2113,0.2775
"Il Nano dell’Isola non era troppo ottimista riguardo a questa idea, perché era ancora giù di morale per il risultato del suo esperimento.",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare sole sole sole sono sono sono,19.4678,0.0,0.0,0.0889,-0.0404
"Ciononostante, con uno schiocco della sua mano blu riportò le cose alla normalità.",anche anche anche infatti infatti infatti anche anche sono anche anche italiano italiano italiano anche anche film film film sono,13.9057,0.0,0.0,0.392,0.333
"Sofia e suo fratello Benedetto erano seduti nell’ultima fila dell’autobus assonnati, mentre guardavano i campi e le mucche che passavano.",anche anche anche infatti infatti infatti anche anche sono sono infatti infatti sono sono sono anche anche film film film,0.0,0.0,0.0,-0.086,-0.2729
La strada era un po’ dissestata e si avvicinavano con lentezza alla casetta di zia Anna dove stavano andando.,italiano italiano italiano questo questo questo solo solo solo questo questo nome nome nome questo questo parola parola parola parole,0.0,0.0,0.0,0.1915,-0.0731
C’erano tanti passeggeri che viaggiavano con loro sull’autobus.,italiano italiano italiano vivo vivo vivo vivere vivere vivere vivo vivo vita vivere vivere vita vita vita vivere vivo vivere,0.0,0.0,0.0,0.2496,0.1753
Una donna con degli occhiali da sole viola era seduta proprio accanto a loro.,italiano italiano italiano anche anche anche sono sono sono che sono sono infatti infatti infatti sono sono anche anche infatti,0.0,0.0,0.0,-0.1185,-0.2963
Per tutto il viaggio non aveva fatto altro che parlare animatamente attaccata al suo cellulare.,italiano italiano italiano questo questo questo sono sono sono questo questo film film film questo questo solo solo film film,11.9635,0.0,0.0,-0.2094,0.0046
"All’improvviso l’autobus si fermò, perché qualcosa bloccava la strada davanti a loro.",sono infatti infatti infatti italiano italiano italiano italiani italiani italiani italiano italiano sono sono sono infatti sono sono che infatti,0.0,0.0,0.0,0.2001,-0.0655
