Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
hudson e hudson beach si trovano in,hudson e hudson river sono nella zona centrale di hudson,42.8571,0.0763,0.0215,1.0,0,0
su una cosa tuttavia tutti quanti sono d accordo,ma su una cosa eravamo d accordo,66.6667,0.6914,0.0667,30.7,0,0
una crisi che ormai è alle spalle,la crisi e alle spalle,57.8373,0.75,0.1364,30.2,0,0
l elenco comprende razze consolidate riconosciute da vari registri di gatti razze nuove e sperimentali popolazione domestica distinta non attivamente sviluppata e razze decadute,ci sono razze consolidate di gatti nuovi e piccoli gatti nuovi la maggior parte delle razze in esame viene utilizzata non solo una razze nuova ma anche,55.7796,0.1778,0.0,2.3,0,0
alcuni servizi sono a pagamento e alcuni gratuiti,tutti i servizi sono a pagamento,52.4669,0.7782,0.0899,50.8,0,0
per ulteriori informazioni telefonare allo 02 3030211,per informazioni si puo telefonare allo 02 3030211,56.0317,0.9498,0.2105,41.1,0,0
i fatti ci stanno però dando ragione,i fatti mi stanno dando ragione,71.5278,0.8067,0.1124,38.0,0,0
si basano sulla famiglia networker di che include anche la classe 365 e la classe 165,hanno una famiglia di persone che vivono in esso,39.4601,0.0463,0.0217,1.3,0,0
quindi c' erano il   conte di shrewsbury   conte di arundel   conte di chichester   conte di winchester ecc.,il conte di shrewsbury conte di chichester conte di macchester conte di west sussex contea di winchester e conte di,38.5714,0.1633,0.0,2.5,0,0
oggi potremmo essere a una svolta,oggi siamo a una svolta,54.3651,0.5111,0.0682,23.6,0,0
mica sono la stessa cosa,e esattamente la stessa cosa,66.6667,0.5889,0.0909,39.8,0,0
il 16 della popolazione svedese vive a norrland,il 16 della popolazione svedese di norrland vive a norrlatem che ha circa 15. 000 persone,41.0388,0.207,0.0577,4.8,0,0
la risposta è molto,la risposta e molto difficile,11.3095,0.5111,0.0909,23.6,0,0
virtual kasparov un videogioco di scacchi rilasciato da titus software per playstation e game boy advance,virtual kasparov un videogioco di simulazione per playstation e game boy advance,42.0355,0.4574,0.1633,26.9,0,0
poi sappiamo come andò a finire,vogliamo sapere come andra a finire,78.4722,0.8067,0.1573,38.0,0,0
ma non sarebbe la stessa cosa,ma non e mica la stessa cosa,64.0741,0.4747,0.0889,22.8,0,0
cosa si può fare a questo punto,cosa posso fare a questo punto,66.6667,0.8067,0.1124,53.7,0,0
il razzo v-2 nome tecnico a4 stato un missile balistico a lungo raggio che stato sviluppato entro la fine della seconda guerra mondiale nella germania nazista il razzo stato il primo missile da combattimento balistico a lungo raggio del mondo e il primo artefatto umano a raggiungere il volo spaziale suborbitale,il razzo v - 2 stato il primo missile a4 utilizzato durante la seconda guerra mondiale,39.1809,0.208,0.18,13.3,0,0
non voglio più vedere niente,non voglio piu vedere niente,16.5278,0.4331,0.0682,19.4,0,0
l equilibrio si è ristabilito,ora l equilibrio e ristabilito,67.4206,0.75,0.1573,42.7,0,0
avevano degli amici per sempre,avevano degli amici per sempre,100.0,0.996,0.1364,100.0,0,0
certo non è cosa per tutti,non e una cosa facile,52.9167,0.1695,0.0227,10.4,0,0
nell' ennead eliopolitana geb il marito di nut il cielo o firmamento visibile il figlio dei primi elementi primordiali tefnut e shu e il padre dei quattro dei minori del sistema osiride set iside e nephthys in questo contesto si diceva che geb fosse originariamente impegnata nel sesso eterno con nut e doveva essere separata dal suo dio dell' aria,nell'enne solare geb il figlio di nut il padre di nutsil,43.6659,0.1205,0.0198,4.5,0,0
emanuele e luisa afferrarono ognuno un palo di metallo e iniziarono a spingerli dritti verso l’ alto per tirare su il tendone,emanuele e luisa afferrarono ognuno un palo di metallo e iniziarono a spingere avanti verso l ’ alto per tirare su la tenda,44.4629,0.7488,0.2617,30.7,0,0
perché la guerra non è inevitabile,questa guerra non era inevitabile,100.0,0.996,0.1364,100.0,0,0
per molti sono un sogno,era stato solo un sogno,100.0,0.996,0.1364,100.0,0,0
l' assemblea legislativa composta dai 57 membri eletti per rappresentare il popolo di manitoba i principali partiti politici di manitoba sono il nuovo partito democratico di manitoba il partito conservatore progressista di manitoba e il partito liberale manitoba,la camera dei rappresentanti del parlamento di manitoba la nuova assemblea regionale di manitaba il nome del partito conservatore stato cambiato in manito,53.0729,0.0962,0.0364,2.0,0,0
commissionato nel 2005 la grande struttura in acciaio ospita un by diurno e ristorante la sera,la grande struttura in acciaio ha un byronnot e ristorante la sera,36.959,0.6324,0.1633,39.1,0,0
non nascondiamo- ci dietro un dito,ma non voglio nasconder - me dietro un dito,40.463,0.5208,0.1075,19.1,0,0
si riprende la discussione generale,riprende la discussione generale,52.6984,0.6009,0.069,46.3,0,0
mourens un comune francese del dipartimento della gironda in aquitania,mourens un comune francese situato nella regione dell'aquitania nel dipartimento della gironda nel sud ovest della francia,88.7023,0.8502,0.4673,78.1,0,0
vi ringrazio dell attenzione e per un eventuale risposta,vi ringrazio per l attenzione e le eventuali risposte,74.9621,0.6917,0.087,44.6,0,0
cardesse un comune francese situato nel dipartimento di,cardesse un comune francese di 182 abitanti situato nel dipartimento di nella parte sud occidentale della francia,92.2412,0.9403,0.3366,82.8,0,0
tali lavori sono stati pubblicati su riviste internazionali di buona rilevanza editoriale,alcuni lavori sono pubblicati su riviste di rilevanza internazionale,74.1288,0.6472,0.1304,58.1,0,0
ma per il momento non è così,ma il momento non e opportuno,59.4907,0.8067,0.1573,53.7,0,0
il suo obiettivo quello di pagare i creditori rimasti del vecchio enron e finire gli affari di enron,il suo obiettivo quello di pagare i debiti degli enron e finire gli affari di enron,32.4846,0.0373,0.0396,1.4,0,0
c è un problema politico,c e un problema politico,27.0833,0.2542,0.0682,11.5,0,0
segni di calzino burattinaio elenca alcuni dei segni che un account essere un calzino burattino,l'uso di calzino burattino un gioco di figura che i segni sono usati per fare un computer,49.8843,0.0935,0.0,2.3,0,0
parks che perse il lavoro dopo il suo arresto si con il marito a detroit nel 1957 e non un impiego stabile fino al 1965 quando a lavorare per il rappresentante john conyers jr. un democratico del michigan,parks ebbe il lavoro per il rappresentante per il marchio john conyers nel 1957 e non ebbe un lavoro stabile fino al 1965,26.2426,0.3908,0.1468,12.1,0,0
questa è una storia maledettamente seria,questa e una storia seria,37.5,0.3,0.0682,14.1,0,0
l europa è al bivio certo,l europa e al bivio,43.0556,0.4331,0.1124,19.4,0,0
le medesime informazioni potranno essere comunicate unicamente ad amministrazioni pubbliche direttamente interessate alla posizione giuridico economica del candidato,le stesse informazioni potranno essere comunicate unicamente ad alcune persone direttamente interessate alla posizione del candidato,40.1476,0.6166,0.1616,39.4,0,0
ma questa non è una verità assoluta,non e una verita assoluta,42.3611,0.0847,0.0227,8.7,0,0
dunque non risolveremo il problema,non risolviamo assolutamente il problema,100.0,0.996,0.1573,100.0,0,0
c è della bella gente insomma qua in giro,c e parecchia gente in giro,64.5701,0.625,0.1111,32.5,0,0
il che semplicemente non ha senso,il che non ha un senso,66.8981,0.5435,0.0899,27.5,0,0
sì iscriver- ti alla ssis per acquisire l abilitazione all insegnamento,si deve iscrivere alla ssis per acquisire l abilitazione all insegnamento,39.8975,0.8137,0.2062,67.9,0,0
i due motivi non sono fondati,i due motivi non sono fondati,100.0,0.9977,0.1573,100.0,0,0
nel settembre 2009 stato riferito che la di atlanta stava cercando di ospitare wrestlemania xxvii al georgia dome,nel settembre 2009 la di atlanta stata annunciata che wrestlemania x - imperatore del georgia,26.9094,0.5175,0.14,17.0,0,0
anche senza sapere come andrà a finire,difficile sapere come andra a finire,62.6984,0.5011,0.0449,18.0,0,0
la uss arizona i resti della uss arizona una nave da guerra classe pennsylvania della marina degli stati uniti distrutto come parte dell' attacco a pearl harbor il 7 dicembre 1941,la uss arizona stata una nave da guerra classe atlantica,39.7469,0.2944,0.0842,15.6,0,0
che è tutto un altro discorso,ma e un altro discorso,68.254,0.75,0.1364,42.7,0,0
nel processo ha stabilito un record per gli shutout in un anno postseason,nel processo di shutout ha stabilito un record per gli shutous in un anno dopo,31.3984,0.6996,0.1961,42.3,0,0
ma è così proprio così,ma e stata proprio cosi,52.0833,0.5111,0.1364,23.6,0,0
l articolo 8 infine individua la copertura finanziaria del provvedimento,l articolo 8 reca la copertura finanziaria del provvedimento,52.2484,0.8819,0.1739,59.7,0,0
southampton la grande della contea di hampshire sulla costa meridionale dell' inghilterra e si trova a 100 k a sud ovest di londra e 30 k a nord ovest di portsmouth southampton un importante porto e la vicina alla new forest,southampton la grande della contea di hampshire,58.3951,0.6506,0.129,41.1,0,0
e qual è la situazione attuale,com e la situazione attuale,47.6389,0.75,0.1364,42.7,0,0
questo è un punto importantissimo,questo e un altro punto incerto,58.1548,0.8067,0.1778,53.7,0,0
tim hortons ha anche stipulato un accordo con la catena di minimarket spar nel regno unito e in irlanda con il risultato che il e le ciambelle tim hortons sono state vendute in piccoli banchi self service in 50 negozi spar al 30 aprile 2007,il e le ciambelle sono stati fatti anche a wheton hortons e i flintons hanno avuto un accordo con la catena di,32.6046,0.2709,0.1636,14.4,0,0
la seduta sospesa alle 12.50 riprende alle 12.55,"la seduta sospesa alle 15. 50 riprende alle 15, 55",66.6667,0.7011,0.2316,25.2,0,0
i globuli rossi sono quindi molto comuni delle altre particelle di sangue ci sono circa 4.000 110.000 globuli bianchi e circa 150.000 400 000 piastrine in ogni microlitro di sangue umano,si tratta di circa 4. 000 cellule di sangue ogni 1000. 000 persone in ogni microsporia sono in ogni milligramma e circa 1,33.1062,0.1626,0.0182,3.2,0,0
lugasson un comune francese del dipartimento della gironda in aquitania,lugasson un comune francese situato nella regione dell'aquitania nel dipartimento della gironda nel sud ovest della francia,88.7023,0.8502,0.4673,78.1,0,0
luisa e clara si erano appena messe a chiacchierare e luisa stava timidamente mostrando a clara una foto della nuova micina di famiglia dora quando le due ragazze si guardarono terrorizzate la signora perticoni aveva tolto di peso tonio battaglia dagli ultimi posti e lo aveva sbattuto giù proprio dietro di loro,luisa e clara erano appena bambini e luisa stava appena scappando via da una nuova micino e luisa le diede un foto della nuova micini di,15.3447,0.2126,0.1636,5.8,0,0
e questo è un dato culturale non trascurabile,e non e un dato da poco,45.8333,0.4915,0.0667,14.5,0,0
questo mi fa molto piacere,fam - mi questo piacere,49.3056,0.2,0.0225,12.7,0,0
in attesa di una risposta vi porgo i miei saluti,in attesa di una vostra risposta porgo i miei saluti,100.0,0.9995,0.2553,100.0,0,0
e questo non è poi tanto difficile da capire,non e cosi difficile da capire,59.8611,0.625,0.1573,32.5,0,0
come regola generale le uve utilizzate devono essere lo chardonnay bianco o le uve di vino rosso dalla pelle scura pinot nero o pinot meunier,le uve utilizzate devono essere porte in modo uniforme quando l'uvetta viene presa in consegna dal vino rosso o nero,30.4215,0.122,0.0,2.7,0,0
le porgo cordiali saluti e la ringrazio,ringrazio anticipatamente e porgo cordiali saluti,53.4722,0.5011,0.087,18.0,0,0
il premio nebula assegnato ogni anno dalla fantascienza e fantasy writers of america per la migliore fantascienza fantasia pubblicata negli stati uniti durante l' anno precedente,il premio nebula stato assegnato ogni anno per la migliore fantascienza e la migliore storia fantasy negli stati uniti,50.2102,0.5051,0.2136,19.5,0,0
affrontare i diritti dei gay sulla scena globale visto dai sostenitori lgbt come una progressione naturale per la tecnologica dove le aziende orientate all' informazione e al futuro spesso gestite da professionisti giovani e altamente istruiti hanno creato luoghi di lavoro che abbracciano la sessuale,i sostenitori lgbt come una progressione naturale per la tecnologica verranno naturalmente per affrontare i diritti dei gay sulla scena globale visto da lgbts,29.3288,0.3175,0.2182,21.9,0,0
  fuori fa bel tempo e nonostante tutto quando possiamo ne approfittiamo anche noi andando a sdraiarci sulla branda in solaio dove il sole entra da una finestra spalancata,fuori pero fa bel tempo e anche noi ce ne accorgeiamo noi che facciamo la tenda in solaio dove il sole entra da una finestra,51.7962,0.4155,0.1636,21.1,0,0
tali motivi di ricorso sono fondati,questo motivo di ricorso e fondato,82.0106,0.7014,0.1348,45.5,0,0
le cose stanno così,ma intanto le cose stanno cosi,57.1429,0.5773,0.0674,30.2,0,0
per informazioni telefonare allo 02 34961439,per informazioni potete telefonare allo 02 34961439,100.0,0.9985,0.2553,100.0,0,0
insomma sarà il momento della verità,era il momento della verita,50.0,0.3178,0.0455,17.5,0,0
la ringrazio per la sua risposta e la saluto cordialmente,sicuro di una sua risposta la ringrazio e la saluto,97.2222,0.9995,0.2366,100.0,0,0
la donna della squadra di soccorso si appoggiò sul fianco della scialuppa di salvataggio e tirò fuori entrambi dall’ acqua caricandoli direttamente a bordo come se avesse pescato due pesci da trofeo,la donna della squadra di soccorso si appoggio sul fianco della scialuppa di salvataggio e tiro fuori entrambi dall ’ acqua come se avesse pescato,29.849,0.6622,0.4909,41.0,0,0
le conseguenze potrebbero non essere piacevoli,le conseguenze non sono necessariamente positive,67.4603,0.5773,0.0674,30.2,0,0
il progetto non fu mai realizzato,il progetto non e stato realizzato,45.0,0.0725,0.0,6.9,0,0
questa dei giochi di carte collezionabili di cui magic il capostipite uno dei massimi punti di forza degli stessi nel caso specifico esistono decine di migliaia di carte differenti ogni anno incrementate da centinaia di carte nuove il che rende molto difficile che due mazzi siano esattamente identici ma rende praticamente impossibile lo svolgersi di due partite uguali le regole di base sono le seguenti un mazzo deve avere un minimo di 60 carte in alcuni tipi di tornei il minimo scende a 40 e ogni carta ad eccezione delle terre base non essere presente in di quattro copie non c' limite massimo alle carte che un grimorio avere ma in genere non si supera di molto le sessanta carte con l' aumento del numero diminuiscono in maniera direttamente proporzionale le di trovare la carta che serve al momento giusto,magic il gioco di carte collezionabili di cui magic il capostipite uno dei massimi punti di forza degli stessi,34.2089,0.0664,0.0,2.2,0,0
ed è proprio così semplicemente,e cosi e stato,47.0833,0.125,0.046,16.0,0,0
