Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
intervenendo sempre sull ordine dei lavori l on,sull ordine dei lavori e intervenuto quindi anche l on,73.2804,0.8559,0.1935,35.5,0,0
buongiorno volevo far- le una domanda,le faccio una domanda facile facile,100.0,0.9977,0.1573,100.0,0,0
ma ci sono anche altre ragioni,ma c e anche un altra ragione,70.4167,0.7212,0.0667,26.3,0,0
su questi punti non c è discussione,non c e questo punto in discussione,61.0363,0.5068,0.0667,14.8,0,0
ma questo è solo il mio parere,ma e solo il mio parere,38.8889,0.4259,0.0674,18.0,0,0
il suo ricorso è stato respinto,il suo ricorso deve essere respinto,73.1746,0.949,0.1124,53.7,0,0
c è un problema tuttavia,c e un piccolo problema,20.3373,0.2542,0.0455,11.5,0,0
la situazione è quindi complicata,la situazione e estremamente complicata,53.5317,0.75,0.1364,30.2,0,0
assenza all' estero per completamento procedure di riconoscimento o ricongiungimento familiare,assenza all'estero per disgiunzione o ricongiungimento familiare,22.0337,0.3597,0.2083,13.6,0,0
non sarebbe una grande conquista,non e una grande conquista,48.8095,0.2542,0.0682,11.5,0,0
e questa è una rivoluzione copernicana,e una vera rivoluzione copernicana,80.2778,0.7938,0.1778,66.9,0,0
si recupera il tempo perduto,volevo recuperare il tempo perduto,66.6667,0.5889,0.0682,39.8,0,0
e quali sono le migliori,quali sono i posti migliori,74.7619,0.6356,0.0682,35.0,0,0
qui sono le 20 e 30,le 20 sono le 18 e 30,36.1111,0.6098,0.0667,19.6,0,0
posto ai voti è approvato l articolo 9,posto ai voti viene approvato l articolo 9,100.0,0.999,0.1978,100.0,0,0
un ora dopo è morto,un ora dopo e morto,25.5952,0.2,0.0682,12.7,0,0
dovremmo fare in fretta,ma facciamo in fretta alla fretta,60.8333,0.1961,0.0449,16.2,0,0
lo hanno riferito oggi fonti ospedaliere,lo hanno riferito alcune fonti ospedaliere irachene,100.0,0.9985,0.2174,100.0,0,0
purtroppo però le cose non sono così semplici,la cosa non e cosi semplice,76.0943,0.5435,0.0899,27.5,0,0
ecco questo è un altro momento straordinario,questo e un altro momento strano,38.8889,0.2941,0.0674,10.7,0,0
questo è il mio problema,e il mio problema,55.4762,0.4406,0.069,36.1,0,0
la verità si scopre comunque più tardi,la verita si scopriva piu tardi,45.1389,0.1667,0.0444,9.7,0,0
ma vi sono anche differenze,ma le differenze sono anche notevoli,43.6508,0.1961,0.0,9.7,0,0
questa è una mia ipotesi,e una mia sola ipotesi,48.6111,0.1695,0.0,10.4,0,0
vabbè questa poi è una mia opinione,questa e una mia personalissima opinione,63.3995,0.7014,0.1556,45.5,0,0
questo sarebbe un grave passo indietro,questo e un passo indicativo,71.8519,0.535,0.0682,20.8,0,0
conoscerete la verità e la verità vi farà liberi,conoscere la verita e la verita,6.0185,0.2937,0.1124,10.9,0,0
la risposta è sì,la risposta e ovviamente si,36.1111,0.375,0.0909,21.4,0,0
così non si va da nessuna parte,non potete andare da nessuna parte,77.1429,0.7014,0.0899,45.5,0,0
c è una ragione in più però,c e anche una ragione piu profonda,41.7262,0.2885,0.0444,8.6,0,0
questo è dunque il problema,questo e il grande problema,77.7778,0.75,0.0909,42.7,0,0
ma non andrete da nessuna parte purtroppo,non puo piu andare da nessuna parte purtroppo,52.963,0.7075,0.0659,22.1,0,0
e questo non è una bella cosa,non e affatto una bella cosa,57.0833,0.625,0.1124,32.5,0,0
la strada comunque è segnata,e la strada e segnata,55.754,0.5111,0.0909,23.6,0,0
a benedetto piaceva margherita ma non gli piaceva per niente come trattava sandro,a benedetto piaceva margherita piaceva per niente ma non gli piaceva per nulla sandro,40.4106,0.2745,0.0825,7.9,0,0
ringraziando- la per l attenzione le auguro un buon lavoro,vi ringrazio per l attenzione e vi auguro buon lavoro,56.0234,0.6169,0.1075,20.8,0,0
propone infine di esprime un parere favorevole circa la sussistenza dei presupposti costituzionali,propone quindi di esprimere un parere favorevole sulla sussistenza dei presupposti costituzionali,63.0396,0.8502,0.25,67.6,0,0
c è ancora una grande confusione,c e una grande confusione ideale,71.5741,0.8067,0.1573,53.7,0,0
tutto ciò è di una gravità inaudita,e di una gravita estrema,18.1944,0.3758,0.1136,15.8,0,0
qual è allora il vero problema,dove sono allora i problemi,100.0,0.996,0.1364,100.0,0,0
pertanto formula una proposta di parere vedi allegato 1,formula infine una proposta di parere favorevole vedi allegato 1,100.0,0.9995,0.2366,100.0,0,0
ma non c è altro modo,non ci sono altri modi,100.0,0.996,0.1364,100.0,0,0
quindi il problema forse è un altro,il vero problema sono sempre gli altri,50.8333,0.1639,0.0,7.8,0,0
e arrivato il momento,il grande momento e arrivato,70.2381,0.75,0.0455,42.7,0,0
niente non è un problema,non e un mio problema,37.6984,0.2542,0.0682,11.5,0,0
si danno infine per illustrati tutti gli altri emendamenti presentati all articolo 2,vengono dati per illustrati tutti gli emendamenti all articolo 2,76.132,0.9138,0.234,71.1,0,0
ovviamente è solo un inizio,e stato solo l inizio,84.8611,0.7938,0.1364,66.9,0,0
proprio questo è il problema,questo sara il grande problema,77.7778,0.75,0.1364,42.7,0,0
oppure il contrario se lo avete già visto,se lo avete gia visto il contrario,56.5476,0.5662,0.0667,24.4,0,0
sarebbe stato tutto più semplice,e piu facile l inverso,56.8519,0.0847,0.0,8.7,0,0
questo è un suo dono di natura,e un dono di natura,48.8095,0.2542,0.0227,11.5,0,0
e questa fra l altro non sarebbe la prima volta,e non era nemmeno la prima volta,65.7407,0.6148,0.0667,26.3,0,0
oggi direbbe ancora la stessa cosa,ha detto ancora la stessa cosa,52.6984,0.3775,0.0674,21.6,0,0
il tempo è scaduto,il suo tempo era scaduto,30.754,0.3,0.0455,14.1,0,0
propone in conclusione di esprimere parere favorevole,in conclusione propone di esprimere parere favorevole,39.7619,0.9606,0.1111,50.8,0,0
su un punto però sono tutti d accordo,su questo punto siamo perfettamente d accordo,56.6667,0.4509,0.0222,15.6,0,0
ma questo non è forse un complimento,forse non e un complimento,53.8889,0.5111,0.0909,23.6,0,0
ma è proprio vero che le cose stiano così,e ovvio che le cose stanno cosi,48.6111,0.3995,0.0222,13.5,0,0
insomma non tira buona aria,non tira un aria buona,61.1111,0.535,0.0227,20.8,0,0
parla olandese inglese tedesco e spagnolo,parla italiano e inglese arabo e spagnolo,100.0,0.9985,0.1778,100.0,0,0
non è questo comunque il problema,ma questo non e il problema,53.2407,0.2564,0.0225,8.2,0,0
e questa non sarebbe una novità,ma comunque non e piu una novita,49.9206,0.2143,0.0889,8.6,0,0
non è una mancanza da poco,non e una piccola mancanza,25.754,0.3,0.0682,14.1,0,0
dunque che cosa si aspetta dal governo,che cosa si aspetta dal governo,50.4924,0.8067,0.1124,38.0,0,0
questo è il tuo giorno del giudizio,era il giorno del giudizio,73.1019,0.7938,0.0909,66.9,0,0
non è affatto la stessa cosa,non possono essere la stessa cosa,100.0,0.9977,0.1573,100.0,0,0
questa è l unica differenza sostanzialmente,questa e stata la differenza,34.7619,0.2,0.0,12.7,0,0
e già gli anni sono alle spalle,gli anni sono alle spalle,52.9762,0.7118,0.1136,33.5,0,0
allora qual è la conclusione,la vostra conclusione qual e,53.2738,0.5111,0.0909,23.6,0,0
l obiettivo è stato quasi raggiunto,questo obiettivo e stato raggiunto,51.1111,0.2,0.0455,12.7,0,0
e questo è solo l antipasto,e sono solo gli antipasti,100.0,0.996,0.1573,100.0,0,0
15 il capo delle guardie prese ancora i bracieri e i bacini quanto era d oro puro e quanto era d argento puro,15 il capo delle guardia prese ancora i gradini e i delfini erano d oro,12.2921,0.4553,0.1616,17.0,0,0
la presente legge regionale sarà pubblicata nel bollettino ufficiale della regione,la presente legge regionale sara pubblicata nel bollettino ufficiale della regione,24.4382,0.7426,0.1702,30.0,0,0
le distanze sono molto ridotte,le distanza sono molto limitata,52.0833,0.0847,0.0,8.7,0,0
si apre quindi la discussione,si apre la discussione generale,31.0185,0.8203,0.1136,40.9,0,0
non fu quello un caso isolato,non fu un caso isolato,52.0833,0.5111,0.0455,23.6,0,0
non sarà la stessa cosa,non e esattamente la stessa cosa,79.1667,0.8067,0.1124,53.7,0,0
comunque questo è uno spettacolo,da dietro era uno spettacolo,51.3889,0.0847,0.0227,8.7,0,0
purtroppo ora è troppo tardi per cambiare,ora e troppo tardi per cambiare,66.6667,0.7014,0.1124,45.5,0,0
la presente legge è dichiarata urgente ed entra in vigore nel giorno successivo a quello della pubblicazione nel bollettino ufficiale della regione,la presente legge e dichiarata urgente ed entra in vigore il giorno successivo alla sua pubblicazione sul bollettino ufficiale della regione,41.6063,0.7839,0.2885,43.0,0,0
bella davvero è proprio una gran fortuna,e stata una vera fortuna,63.8889,0.2542,0.0455,11.5,0,0
il provvedimento passa ora all esame del senato,il provvedimento passa ora all esame del senato,54.1162,0.7556,0.1319,37.7,0,0
è un problema di driver,e un problema di driver,33.9286,0.375,0.0455,21.4,0,0
ancora una volta però il tentativo fallisce,ma il tentativo fallito,44.7619,0.3814,0.046,16.7,0,0
non è questo il nostro caso,non e proprio il caso,51.4087,0.5111,0.0682,23.6,0,0
i risultati sono sotto gli occhi di tutti,i risultati positivi sono sotto gli occhi di tutti,22.614,0.4593,0.0435,14.3,0,0
è questo il caso ovviamente della sicurezza,proprio il caso della sicurezza e il piu clamoroso,48.6111,0.1235,0.0213,5.7,0,0
e quali ne sono le conseguenze,quali sono le sue conseguenze,50.3241,0.75,0.0682,42.7,0,0
naturalmente questo è solo il mio parere,ma il mio era solo un parere,47.3611,0.4915,0.0444,14.5,0,0
come come hai potuto far- lo,come hai potuto far - lo,25.463,0.7353,0.1573,32.5,0,0
beh siete in ritardo,sei un po in ritardo,75.0,0.75,0.1364,30.2,0,0
da oggi non è più un problema,non e un suo problema personale,53.6706,0.2941,0.0674,10.7,0,0
almeno questa è la mia personale esperienza,questa e stata la mia esperienza personale,38.0556,0.2885,0.0444,8.6,0,0
non voglio star- ci più qui,non voglio piu stare qui,71.0317,0.75,0.1364,30.2,0,0
si passa all esame di un emendamento riferito all articolo 2,passa all esame degli emendamenti riferiti all articolo 2,100.0,0.9993,0.2366,100.0,0,0
allora non ci sono interventi,non ci sono altri interventi,65.463,0.8441,0.1136,81.9,0,0
la collocazione editoriale delle pubblicazioni è generalmente molto buona,la collocazione editoriale delle pubblicazioni e buona,62.5,0.7114,0.0889,61.5,0,0
questo è un atteggiamento intollerabile,questo e un atteggiamento costruttivo,25.1984,0.5111,0.0909,23.6,0,0
vorrei però fare una domanda,ti vogliono fare delle domande,43.75,0.0,0.0,5.3,0,0
questa è una mia personalissima opinione,e una mia opinione personale,50.0,0.0,0.0,5.3,0,0
prima passò da luigi l’ elettricista e gli chiese di procurare un bel rotolo di filo elettrico,prima che lui fosse di portare un sacco e gli chiese di comprare un bel sacchetto di filo elettrico,30.9529,0.5348,0.1569,21.0,0,0
morì novantenne a palermo nel 1987,morto a palermo nel 1987,61.5741,0.7938,0.0909,66.9,0,0
oggi lo scenario è cambiato radicalmente,oggi lo scenario e cambiato,45.0,0.1,0.0227,10.7,0,0
certo il nostro è uno strano paese,ma siamo un paese strano,100.0,0.996,0.1364,100.0,0,0
e dopo giorni di pioggia era persino uscito fuori il sole,dopo che pioggia era arrivato il sole,33.912,0.3651,0.0444,14.5,0,0
si sa come andò a finire,ando a finire come sappiamo,52.9762,0.4991,0.0682,32.6,0,0
quali sono le ragioni di questo boom,quali sono le loro ragioni,66.6667,0.75,0.0909,42.7,0,0
scolate la pasta al dente dopo aver- la cotta in abbondante acqua salata,cuocere la pasta in abbondante acqua salata e scolar - la al dente,73.691,0.8664,0.2474,32.8,0,0
questo è un pò il paradosso,e un po il paradosso,34.623,0.2,0.1124,12.7,0,0
vorrei far- le delle domande,volevo far - le una domanda,58.7963,0.526,0.1348,19.3,0,0
questa è una guerra,questa e una guerra immorale,37.6984,0.5111,0.0674,23.6,0,0
ma non entra nei dettagli,non posso entrare nei dettagli,76.3889,0.75,0.0909,42.7,0,0
e poi come finì la storia,e come la sua storia,59.0476,0.6313,0.0682,25.4,0,0
sospendo pertanto la seduta fino alle 16,alle 16 la seduta e sospesa,80.5556,0.8067,0.1573,53.7,0,0
ma questa è una storia vecchia,ma e una vecchia storia,59.1138,0.75,0.1364,42.7,0,0
posto ai voti e approvato l articolo 6 come emendato,posto ai voti viene approvato l articolo 6,42.1528,0.706,0.1319,38.9,0,0
che dire a questo proposito,che dire a questo proposito,44.0741,0.535,0.0682,20.8,0,0
incredibile ma è così,incredibile ma e cosi,60.8333,0.4688,0.023,31.9,0,0
la partecipazione al concorso è totalmente gratuita,la partecipazione al concorso e libera e gratuita,47.7742,0.7806,0.1538,36.6,0,0
la ringrazio anticipatamente per la sua attenzione,la ringrazio per la sua gentile attenzione,100.0,0.9985,0.1778,100.0,0,0
non c è comunque ancora una spiegazione,non c e altra spiegazione,57.8373,0.75,0.1364,30.2,0,0
ma ne era valsa la pena,ma ne valeva proprio la pena,75.6944,0.8067,0.1124,38.0,0,0
le prove contro di lui sono innumerevoli,tutte le prove sono contro di lui,100.0,0.9985,0.1778,100.0,0,0
spero di essere stato chiaro,spero di essere stato chiaro,61.0317,0.8203,0.1136,57.9,0,0
e ora a che punto siete,e ora a che punto siamo,14.7619,0.7353,0.0674,32.5,0,0
ed è una cosa molto importante,ed e una cosa molto importante,18.0556,0.2941,0.0674,10.7,0,0
in attesa di risposta ti ringrazio infinitamente,in attesa di una risposta ringrazio,100.0,0.9977,0.1573,100.0,0,0
prima di tutto vorrei fare una considerazione di carattere generale,voglio fare una considerazione di questo,35.5952,0.431,0.0449,19.7,0,0
l audizione informale è stata svolta dalle 14 alle 14.10,l audizione si e svolta dalle 14. 10 alle 14,58.3181,0.7309,0.2737,20.5,0,0
ma siamo appena all inizio,ma era solo l inizio,71.5278,0.5111,0.0682,23.6,0,0
una grande sfida è stata lanciata,la grande sfida e lanciata,59.6429,0.75,0.1364,42.7,0,0
conseguentemente all articolo 17 dopo il comma 3 aggiungere il seguente 4,dopo il comma 17 dell articolo 3 e aggiunto il seguente 4,43.1196,0.7813,0.1684,33.5,0,0
quella della sicurezza è una questione molto complessa,e una questione di sicurezza,80.8333,0.6727,0.1136,54.8,0,0
oggi è davvero una strana giornata,e stata una lunga giornata,68.3333,0.5111,0.0909,23.6,0,0
e allora qual è la differenza,e allora quale e la differenza,57.6389,0.5011,0.0674,18.0,0,0
qui non sono proprio d accordo,non possiamo essere d accordo,100.0,0.996,0.1364,100.0,0,0
per ulteriori informazioni scrivete- ci a,per informazioni scrivere a,47.1627,0.4711,0.069,17.9,0,0
sussistono tuttavia giusti motivi per compensare integralmente fra le parti le spese e gli onorari del giudizio,sussistono giusti motivi per compensare tra le parti le spese e gli onorari di giudizio,100.0,0.9999,0.3434,100.0,0,0
questo è un problema di sicurezza,la sicurezza e un altro problema,15.5556,0.2941,0.0225,10.7,0,0
e ci sono due motivi,i motivi possono essere due,63.5185,0.4331,0.0455,19.4,0,0
  iale è nel fatto che himeko si dimostra sin da subito gentile e disponibile con kojiro,iali e nel mondo che si dimostra ottimo e invece si dimostra uomo se ne dimostra con propri peculiari e molto favorevole con i computer anche,15.3205,0.1974,0.0545,3.8,0,0
l articolo 8 è sostituito dal seguente art,8 l articolo 21 e sostituito dal seguente art,49.6958,0.7687,0.1739,43.2,0,0
l assenza dalla prova preselettiva comporterà l esclusione dal concorso quale ne sia la causa,l assenza dalla suddetta prova comporta l esclusione dal concorso qualunque ne sia la causa,80.4529,0.7981,0.2449,67.3,0,0
la nostra risposta sarebbe stata no,la risposta e di nuovo no,68.5185,0.5011,0.0674,18.0,0,0
ma non è un uomo,ma non poteva essere un uomo,93.1746,0.9765,0.1124,76.0,0,0
compensa integralmente le spese tra le parti,compensa tra le parti le spese,67.2156,0.755,0.1124,43.3,0,0
mantiene pertanto la sua proposta di parere favorevole,ribadisce quindi la sua proposta di parere favorevole,52.0833,0.605,0.0879,36.6,0,0
a che cosa si riferisce,a che cosa si riferisce,66.6667,0.8441,0.1136,81.9,0,0
ed il problema si è risolto,dunque il problema e risolto,62.6984,0.5111,0.0682,23.6,0,0
di più non si poteva fare,di piu non posso fare,35.2778,0.3,0.0909,14.1,0,0
allora qual è la verità,e allora qual e la verita,9.5833,0.4259,0.1124,18.0,0,0
che cosa si può fare contro questo,che cosa si puo fare,38.8889,0.3,0.0455,14.1,0,0
anche l emendamento 24.5 posto ai voti è respinto,posto ai voti e respinto l emendamento 3. 5,43.5256,0.7182,0.1935,26.3,0,0
questa è una dichiarazione di guerra,e una dichiarazione di guerra,61.5741,0.6727,0.1136,54.8,0,0
l audizione informale è stata svolta dalle 10.05 alle 10.30,l audizione si e svolta dalle 14. 05 alle 15. 30,67.8767,0.5984,0.3093,15.1,0,0
