Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
l' account di bourke proveniva da un' intervista con il parente e rivale di crazy horse little big man che era presente all' arresto e al ferimento di crazy horse l' intervista ha avuto luogo oltre un anno dopo la morte di crazy horse,il suo account e stato fondato da crazy horse little big man che era il suo vero nome e che e stato collegato all'omicidio e ucciso da un uomo che aveva ucciso crazy con un'offerta di dollari,39.1908,0.2306,0.037,2.7,0,0
le ragioni sono più di una,le ragioni principali sono due,47.2222,0.0,0.0,4.4,0,0
l' erie canal è un corso d' acqua artificiale a new york che corre a circa 363 miglia da albany sul fiume hudson a buffalo sul lago erie completando un percorso navigabile dell' acqua dall' oceano atlantico ai grandi laghi,il fiume erie canal e un canale d'acqua artificiale a new york che corre da albany sul lago erie a buffalo sul lago michigan,40.325,0.3717,0.2222,10.0,0,0
non potrei chiedere di meglio,non potevo chiedere di meglio,66.6667,0.6356,0.4444,35.0,0,0
ora è legale un comportamento del genere,e legale un comportamento del genere,55.1984,0.6615,0.6667,50.8,0,0
la cultura kura-araxes o prima cultura trans caucasica è stata una civiltà che esisteva dal 3400 ac fino a circa 2000 ac.,la cultura kura - araxes era una civilta che esisteva dal 3300 a. c. al 330 a. 000 anni fa,32.7753,0.119,0.1951,12.7,0,0
per ulteriori informazioni si può scrivere a,per ulteriori informazioni potete scrivere a,100.0,0.9977,1.0,100.0,0,0
infinite sequenze binarie per esempio sono infinite sequenze di bit,infinite sequenze binarie sono infinite sequenze di bit,35.7143,0.0658,0.0,2.4,0,0
sei forte continua sempre così,e cosi continua sempre cosi,41.6667,0.375,0.25,21.4,0,0
è andata bene,e andato tutto bene,76.1111,0.7361,0.8,59.5,0,0
tuttavia il giornalista andrew gimson scrivendo su the spectator ha messo in dubbio la versione ufficiale degli eventi domande simili sono state sollevate anche dalla rivista tedesca stern e la bbc,tuttavia il giornalista andrew gimson ha messo in dubbio la versione ufficiale degli eventi in the spectator,51.3872,0.5222,0.5116,28.4,0,0
ma c è un elemento in più,ma c e un altro elemento piu fastidioso,51.8056,0.283,0.0,7.3,0,0
dunque questo è stato un passo avanti,e un grande passo avanti,84.2262,0.7938,0.8571,66.9,0,0
quali sono gli errori più frequenti,quali sono gli errori piu comuni,45.8333,0.4574,0.1818,16.3,0,0
e non è una gran cosa,non e una piccola cosa,55.5556,0.75,0.5714,42.7,0,0
un cancello logico esegue un' operazione logica su uno o più ingressi logici e produce un singolo output logico,un cancello logico esegue un'operazione logica su uno o piu ingressi logici quindi puo fare un singolo ingresso logico,36.1639,0.0791,0.0,1.4,0,0
ma le cose non furono così veloci come tutti avrebbero voluto,ma le cose non sono cosi veloci come tutti gli altri,66.4352,0.673,0.5,35.1,0,0
allora la musica è cambiata,oggi la musica e cambiata,50.1984,0.2542,0.0,11.5,0,0
mesnil-clinchamps è un comune francese situato nel dipartimento di calvados nella regione di basse-normandie,mesnil - clinchamps e un comune francese situato nella regione di basse - normandie nel dipartimento del calvados nel nord ovest della francia,47.064,0.7659,0.8205,48.1,0,0
hagrid è assente durante la prima parte di harry potter e l' ordine della fenice,hagridato la prima parte della prima parte di harry potter e l'ordine della fenice che guida lo spettacolo,34.7884,0.1893,0.069,4.8,0,0
purtroppo è in buona compagnia,sono stato in buona compagnia,100.0,0.996,1.0,100.0,0,0
l appello infondato e deve essere respinto,l appello principale deve essere respinto,100.0,0.9977,1.0,100.0,0,0
con la squadra pista e campo ha vinto premi nel salto ampio,con la squadra pista e campo ha vinto premi nel salto ampio,54.1508,0.6009,0.48,34.0,0,0
è stata la sua risposta all’ omicidio di medgar evers e al bombardamento di una chiesa a birmingham in alabama che ha ucciso quattro bambini neri,e stata risposta all'omicidio di medgar evers e al bombardamento di birmingham in alabama che ha ucciso quattro bambini neri,34.3158,0.5643,0.4878,28.7,0,0
ma eravamo ancora nel 1999,ma e stato nel 1999,76.3889,0.75,0.5714,42.7,0,0
ma è proprio qui il problema,qui e il vero problema,77.1164,0.7559,0.5,37.0,0,0
sarebbe un peccato altrimenti,ed e un peccato veramente,63.4921,0.5111,0.2857,23.6,0,0
il presente decreto inviato alla corte dei conti per la registrazione entra in vigore il giorno della pubblicazione nella gazzetta ufficiale della repubblica italiana,il presente decreto sara inviato alla corte dei conti per la sua registrazione ed entrera in vigore il giorno della sua pubblicazione nella gazzetta ufficiale della repubblica italiana,77.2654,0.8591,0.7636,67.3,0,0
il 1o febbraio 2007 è stato reso disponibile un weekend in the city da ascoltare gratuitamente attraverso la pagina ufficiale myspace del bloc party,il 1o febbraio 2007 e stato reso disponibile un weekend in the city di myspace del bloc party,42.3392,0.5587,0.3889,26.2,0,0
alcuni cioccolatini prodotti in serie contengono molto meno cacao e grassi diversi dal burro di cacao,i cioccolatini prodotti in serie contengono molto meno cacao e grassi trans,26.1905,0.034,0.0,2.6,0,0
beh questo è vero da un certo punto di vista,e vero da un certo punto di vista,39.8504,0.4688,0.3077,22.1,0,0
c è una discussione assai stravagante su questo,c e una grande discussione,43.373,0.3,0.0,14.1,0,0
il 1965 è stato un anno comune a partire dal venerdì del calendario gregoriano del 1965,il 1965 e stato un anno comune nel 1965,17.3724,0.4167,0.4,20.4,0,0
le due ragazze uscirono,le due ragazze uscirono,36.6667,0.125,0.0,16.0,0,0
gli acidi grassi possono essere saturi e insaturi a seconda dei doppi legami,gli acidi grassi possono essere saturi o insaturi,34.8138,0.1242,0.0,2.5,0,0
questo può essere in parte vero,in parte puo essere vero,60.0463,0.75,0.5,30.2,0,0
la distribuzione deriva dalla scriptpage di kano per knoppix,la distribuzione e fatta dalla scriptpage di kano per knopix,34.3254,0.4324,0.1333,10.0,0,0
le loro playlist sono dominate da singoli di artisti hip hop e r&b.,la loro musica e composta da singoli di artisti hip hop e r & b.,42.3186,0.6805,0.4615,49.6,0,0
la regione del somaliland è delimitata da gibuti a ovest dall' etiopia a sud e dalla regione del puntland della somalia a est,la regione del somaliland e una regione situata tra gibuti e ghana nell'africa occidentale,34.7568,0.1145,0.0,3.7,0,0
sia arnold che suo fratello eduard il violoncellista dovevano sposare le sorelle di mahler,nel 1985 arnold e suo fratello eduard erano sposato con mahler e si sposarono,42.6768,0.1442,0.0,3.7,0,0
sempy è un comune francese del dipartimento del pas de-calais nella regione del nord-pas de-calais,sempy pas de - calais e un comune francese si trova nella regione nord - pas de / nord della francia,41.0935,0.4883,0.5405,13.7,0,0
solo il contrabbando attraverso il confine siriano e gli aiuti umanitari hanno migliorato la crisi umanitaria,solo il contrabbando attraverso il confine siriano e gli aiuti umanitari sono stati introdotti in siria,56.3133,0.6177,0.6452,61.3,0,0
nessuno è in grado attualmente di dare una risposta definitiva a questa domanda,sono in grado di dare una risposta a questa domanda,68.4628,0.8833,0.6667,54.1,0,0
ringrazio anticipatamente e porgo cordiali saluti,ringrazia e porge cordiali saluti,100.0,0.996,1.0,100.0,0,0
ma ancor più resta da fare,ma resta da fare un altro,39.3056,0.5773,0.4444,30.2,0,0
new stuyahok è una città in dillingham census area alaska stati uniti al censimento del 2000 la popolazione era 471,new stuyahok e una citta in alaska,60.9259,0.163,0.125,7.4,0,0
cranach ebbe tre figli tutti artisti john lucas cranach morto a bologna nel 1536 hans cranach la cui vita è oscura e lucas cranach il più giovane nato nel 1515 morto nel 1586,cranach nacque a bologna nel 1536,16.1937,0.1322,0.1395,0.2,0,0
questa è una pericolosissima novità,questa e una pericolosissima novita,41.6667,0.0,0.0,5.3,0,0
e questo è un altro fatto positivo,ed e un fatto positivo,58.6508,0.5111,0.2857,23.6,0,0
le cellule con pareti cellulari secondarie sono rigide,le cellule cellulari sono molto rigidi e pesanti,58.3333,0.3599,0.1538,12.2,0,0
ma questo è un discorso vecchio,ma e un discorso successivo,59.6429,0.75,0.5714,42.7,0,0
in complesso si ritiene la lezione più che buona,in complesso la lezione si fa buona,29.1667,0.6371,0.3333,19.6,0,0
nel 1983 la nascar ha onorato robbins nominando la gara annuale a nashville il   marty robbins 420 è stato anche pilota della 60th indianapolis 500 buick century pace car nel 1976,nel 1983 il marty robbins sr ha ospitato una gara di auto da corsa a nashville tennessee,54.8895,0.4395,0.2857,17.0,0,0
il punto resta sostanzialmente un altro,ma altri punti restavano oscuri,30.4167,0.0847,0.0,8.7,0,0
i livelli più comuni sono raid 0 e raid 1 seguiti da raid 1 + 0 raid 0 +1 e raid 5 sono supportati,raid 0 o raid 1 sono supportati i raid 0 e raid 5,37.3051,0.2915,0.2051,5.4,0,0
indubbiamente l italia è da sempre un paese papalino,l italia e un grande paese papalino,58.0225,0.6914,0.5455,30.7,0,0
questa divenne la sinfonia per viola e orchestra harold en italie,questa e stata la sinfonia per viola e orchestra harold en italiae,41.8981,0.4907,0.3636,25.2,0,0
è solo la mia impressione,e solo la mia impressione,31.25,0.2542,0.0,11.5,0,0
ma questo non è buona cosa per nessuno,non e una cosa difficile,54.5635,0.3,0.0,14.1,0,0
wolfenstein 3d è stato seguito da diversi giochi correlati un gioco sparatutto in prima persona chiamato rise of the triad sarebbe stato il sequel di wolfenstein 3d ma l' idea è stata posticipata e il gioco è decollato in una direzione diversa,wolfenstein 3d e un videogioco per computer sparatutto in prima persona del 1992,54.271,0.4867,0.3636,23.0,0,0
questa è diventata una leggenda,ma sara una leggenda metropolitana,52.7778,0.3178,0.25,17.5,0,0
quali sono i punti più controversi,quali sono i loro punti deboli,100.0,0.9977,1.0,100.0,0,0
oltre alle regolari esibizioni a boston e tanglewood si sono esibiti in tutti gli stati uniti e in europa,oltre alle esibizioni a boston e tanglewood si esibirono in tutti gli stati uniti,29.8043,0.3412,0.129,6.7,0,0
atlantic theater company è un pluripremiato teatro off-broadway a due stadi senza scopo di lucro,atlantic theater company e un teatro off - broadway a due stadi senza scopo di lucro,40.5987,0.3008,0.303,9.9,0,0
si esprime parere favorevole all ammissione alle fasi successive della presente valutazione,esprimo parere favorevole alla ammissione alla fase successiva della presente valutazione,43.6754,0.5902,0.4762,32.0,0,0
dopo essere sopravvissuto da solo a ulong stephenie lagrossa ricevette una mappa per koror,dopo essere sopravvissuto a ulong stephenie lagrossa ricevette una mappa per koror,31.6558,0.5752,0.5,35.9,0,0
i decided è una canzone della cantante americana solange knowles scritta e composta da knowles e dal produttore pharrell williams per il suo secondo album in studio sol-angel and the hadley st. dreams,i decisod e una canzone del cantante statunitense solange knowles per il suo secondo album e stato prodotto da knowles and the hadley st. elias,45.3525,0.4533,0.1905,17.8,0,0
se baekje fosse stato limitato all' angolo sud occidentale della penisola coreana allora sarebbe stato impossibile per i balhae occupare uno qualsiasi dei vecchi territori di baekje,baekje e vicino all'angolo sud occidentale della penisola coreana ma non e facile per i balhae,34.5004,0.04,0.0,1.6,0,0
attraverso i suoi scritti ha contribuito a rendere il mondo consapevole del gulag il sistema di campo di lavoro forzato dell' unione sovietica in particolare l' arcipelago gulag e un giorno nella vita di ivan denisovich due delle sue due opere più conosciute,nei suoi scritti ha contribuito a rendere il mondo pacifico dell'unione sovietica il sistema gulag e un giorno nella vita di tutti i giorni,32.7103,0.1333,0.0,2.2,0,0
vorrei fare al riguardo qualche esempio,voglio fare un esempio al riguardo,73.7831,0.7014,0.5455,45.5,0,0
ma c è ancora un altra considerazione da fare,ma la considerazione e ancora da fare,36.0714,0.3235,0.1667,12.6,0,0
ci sono due aeroporti internazionali a tokyo e sono,i due aeroporti internazionali sono a tokyo e kyoto,21.0516,0.7812,0.4286,23.4,0,0
l' angelo femmina gli diede una visione delle monete d' oro e bentley afferma che questo era un segno della sua futura stabilità finanziaria,l'angelo femmina gli diede una visione delle monete d'oro e bentley dice che questo era un segno della sua stabilita finanziaria,28.3021,0.1203,0.1633,3.6,0,0
la squadra di calcio nazionale di capo verde soprannominata sia il tubares azuis o crioulos è la squadra nazionale di capo verde ed è controllata dalla federao cabaverdiana de futebol,la squadra di calcio nazionale di capo verde e la nazionale di calcio di capo blu,58.1354,0.7511,0.6667,52.3,0,0
essendo aidan un appassionato di dolci era troppo eccitato per camminare perché il sentiero dentro il campeggio portava alla pasticceria del paese e non era una pasticceria qualunque,essendo aidan un appassionato di dolci era troppo eccitato per camminare perche il sentiero dentro il paese portava alla pasticceria del paese e non era una pasticceria qualunque,25.5248,0.8465,0.717,61.9,0,0
ma tutto questo ad alcuni non bastava,ma tutto questo puo non bastare,73.6111,0.8067,0.6,38.0,0,0
quali sono le scelte alternative,quali sono state le scelte,100.0,0.996,1.0,100.0,0,0
il partito cooperativo cerca di far avanzare la sua agenda attraverso il partito laburista parlamentare con il quale condividono valori comuni e guadagnano membri del gabinetto,il partito cooperativo cerca di portare avanti la sua agenda attraverso il partito laburista parlamentare e i membri del gabinetto laburista,43.602,0.2184,0.1667,7.1,0,0
il giudizio risulta pertanto pienamente positivo,il giudizio risulta pienamente positivo,63.6111,0.8203,0.6667,40.9,0,0
il disturbo bipolare può sembrare una depressione unipolare la diagnosi del disturbo bipolare è spesso difficile anche per i professionisti della salute mentale,il disturbo bipolare e una depressione unipolare che puo essere causata da una depressione,58.0011,0.487,0.2105,11.4,0,0
infine un' altra caratteristica della cucina hu è che è spesso molto piccante,ad esempio un'altra caratteristica della cucina hu e che e spesso molto piccante,33.6938,0.0571,0.0,2.5,0,0
